time,Router_4_load,Router_5_load,Router_6_load
0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0
0.1,1.0,0.0,0.0
0.1,0.0,0.0,0.0
0.1,0.0,0.0,0.0
0.10013000000000001,0.0,,
0.2,,0.0,0.0
0.20013000000000003,0.0,,
0.30000000000000004,,0.0,0.0
0.30013,0.0,,
0.4,,0.0,0.0
0.40013,0.0,,
0.5,,0.0,0.0
0.50013,0.0,,
0.6,,0.0,0.0
0.6001299999999999,0.0,,
0.7,,0.0,0.0
0.7001299999999999,0.0,,
0.7999999999999999,,0.0,0.0
0.8001299999999999,0.0,,
0.8999999999999999,,0.0,0.0
0.9001299999999999,0.0,,
0.9999999999999999,,0.0,0.0
1.00013,0.0,,
1.0999999999999999,,0.0,0.0
1.10013,0.0,,
1.2,,0.0,0.0
1.2001300000000001,0.0,,
1.3,,0.0,0.0
1.3001300000000002,0.0,,
1.4000000000000001,,0.0,0.0
1.4001300000000003,0.0,,
1.5000000000000002,,0.0,0.0
1.5001300000000004,0.0,,
1.6000000000000003,,0.0,0.0
1.6001300000000005,0.0,,
1.7000000000000004,,0.0,0.0
1.7001300000000006,0.0,,
1.8000000000000005,,0.0,0.0
1.8001300000000007,0.0,,
1.9000000000000006,,0.0,0.0
1.9001300000000008,0.0,,
2.0000000000000004,,0.0,0.0
2.000130000000001,0.0,,
2.1000000000000005,,0.0,0.0
2.100130000000001,0.0,,
2.2000000000000006,,0.0,0.0
2.200130000000001,0.0,,
2.3000000000000007,,0.0,0.0
2.300130000000001,0.0,,
2.400000000000001,,0.0,0.0
2.400130000000001,0.0,,
2.500000000000001,,0.0,0.0
2.5001300000000013,0.0,,
2.600000000000001,,0.0,0.0
2.6001300000000014,0.0,,
2.700000000000001,,0.0,0.0
2.7001300000000015,0.0,,
2.800000000000001,,0.0,0.0
2.8001300000000016,0.0,,
2.9000000000000012,,0.0,0.0
2.9001300000000017,0.0,,
3.0000000000000013,,0.0,0.0
3.0001300000000017,0.0,,
3.1000000000000014,,0.0,0.0
3.100130000000002,0.0,,
3.2000000000000015,,0.0,0.0
3.200130000000002,0.0,,
3.3000000000000016,,0.0,0.0
3.300130000000002,0.0,,
3.4000000000000017,,0.0,0.0
3.400130000000002,0.0,,
3.5000000000000018,,0.0,0.0
3.500130000000002,0.0,,
3.600000000000002,,0.0,0.0
3.6001300000000023,0.0,,
3.700000000000002,,0.0,0.0
3.7001300000000024,0.0,,
3.800000000000002,,0.0,0.0
3.8001300000000025,0.0,,
3.900000000000002,,0.0,0.0
3.9001300000000025,0.0,,
4.000000000000002,,0.0,0.0
4.000130000000002,0.0,,
4.100000000000001,,0.0,0.0
4.100130000000002,0.0,,
4.200000000000001,,0.0,0.0
4.2001300000000015,0.0,,
4.300000000000001,,0.0,0.0
4.300130000000001,0.0,,
4.4,,0.0,0.0
4.400130000000001,0.0,,
4.5,,0.0,0.0
4.50013,0.0,,
4.6,,0.0,0.0
4.60013,0.0,,
4.699999999999999,,0.0,0.0
4.70013,0.0,,
4.799999999999999,,0.0,0.0
4.800129999999999,0.0,,
4.899999999999999,,0.0,0.0
4.900129999999999,0.0,,
4.999999999999998,,0.0,0.0
5.0,,,1.0
5.000129999999999,0.0,,
5.099999999999998,,0.0,1.0
5.099999999999998,,0.0,0.0
5.099999999999998,,0.0,0.0
5.100129999999997,,,0.0
5.100129999999998,0.0,,
5.1999999999999975,,0.0,
5.200129999999997,,,0.0
5.200129999999998,0.0,,
5.299999999999997,,0.0,
5.300129999999997,,,0.0
5.300129999999998,0.0,,
5.399999999999997,,0.0,
5.400129999999996,,,0.0
5.400129999999997,0.0,,
5.4999999999999964,,0.0,
5.500129999999996,,,0.0
5.500129999999997,0.0,,
5.599999999999996,,0.0,
5.600129999999996,,,0.0
5.6001299999999965,0.0,,
5.699999999999996,,0.0,
5.700129999999995,,,0.0
5.700129999999996,0.0,,
5.799999999999995,,0.0,
5.800129999999995,,,0.0
5.800129999999996,0.0,,
5.899999999999995,,0.0,
5.9001299999999945,,,0.0
5.900129999999995,0.0,,
5.999999999999995,,0.0,
6.000129999999994,,,0.0
6.000129999999995,0.0,,
6.099999999999994,,0.0,
6.100129999999994,,,0.0
6.100129999999995,0.0,,
6.199999999999994,,0.0,
6.2001299999999935,,,0.0
6.200129999999994,0.0,,
6.299999999999994,,0.0,
6.300129999999993,,,0.0
6.300129999999994,0.0,,
6.399999999999993,,0.0,
6.400129999999993,,,0.0
6.400129999999994,0.0,,
6.499999999999993,,0.0,
6.5,,,1.0
6.500129999999992,,,1.0
6.500129999999992,,,0.0
6.500129999999992,,,0.0
6.500129999999993,0.0,,
6.500259999999992,,,0.0
6.5999999999999925,,0.0,
6.600129999999993,0.0,,
6.600259999999992,,,0.0
6.699999999999992,,0.0,
6.700129999999993,0.0,,
6.700259999999991,,,0.0
6.799999999999992,,0.0,
6.800129999999992,0.0,,
6.800259999999991,,,0.0
6.8999999999999915,,0.0,
6.900129999999992,0.0,,
6.9002599999999905,,,0.0
6.999999999999991,,0.0,
7.0001299999999915,0.0,,
7.00025999999999,,,0.0
7.099999999999991,,0.0,
7.100129999999991,0.0,,
7.10025999999999,,,0.0
7.19999999999999,,0.0,
7.200129999999991,0.0,,
7.2002599999999894,,,0.0
7.29999999999999,,0.0,
7.3001299999999905,0.0,,
7.300259999999989,,,0.0
7.39999999999999,,0.0,
7.40012999999999,0.0,,
7.400259999999989,,,0.0
7.499999999999989,,0.0,
7.50012999999999,0.0,,
7.500259999999988,,,0.0
7.599999999999989,,0.0,
7.600129999999989,0.0,,
7.600259999999988,,,0.0
7.699999999999989,,0.0,
7.700129999999989,0.0,,
7.700259999999988,,,0.0
7.799999999999988,,0.0,
7.800129999999989,0.0,,
7.800259999999987,,,0.0
7.899999999999988,,0.0,
7.900129999999988,0.0,,
7.900259999999987,,,0.0
7.999999999999988,,0.0,
8.000129999999988,0.0,,
8.000259999999987,,,0.0
8.099999999999987,,0.0,
8.100129999999988,0.0,,
8.100259999999986,,,0.0
8.199999999999987,,0.0,
8.200129999999987,0.0,,
8.200259999999986,,,0.0
8.299999999999986,,0.0,
8.300129999999987,0.0,,
8.300259999999986,,,0.0
8.399999999999986,,0.0,
8.400129999999987,0.0,,
8.400259999999985,,,0.0
8.499999999999986,,0.0,
8.5,1.0,,
8.5,2.0,,
8.500129999999986,2.0,,
8.500129999999986,1.0,,
8.500129999999986,1.0,,
8.500259999999985,,,0.0
8.500259999999987,1.0,,
8.500259999999987,0.0,,
8.500259999999987,0.0,,
8.500389999999987,0.0,,
8.599999999999985,,0.0,
8.600259999999984,,,0.0
8.600389999999987,0.0,,
8.699999999999985,,0.0,
8.700259999999984,,,0.0
8.700389999999986,0.0,,
8.799999999999985,,0.0,
8.800259999999984,,,0.0
8.800389999999986,0.0,,
8.899999999999984,,0.0,
8.900259999999983,,,0.0
8.900389999999986,0.0,,
8.999999999999984,,0.0,
9.0,,1.0,
9.000259999999983,,,0.0
9.000389999999985,0.0,,
9.099999999999984,,1.0,
9.099999999999984,,0.0,
9.099999999999984,,0.0,
9.100129999999984,,0.0,
9.100259999999983,,,0.0
9.100389999999985,0.0,,
9.200129999999984,,0.0,
9.200259999999982,,,0.0
9.200389999999985,0.0,,
9.300129999999983,,0.0,
9.300259999999982,,,0.0
9.300389999999984,0.0,,
9.400129999999983,,0.0,
9.400259999999982,,,0.0
9.400389999999984,0.0,,
9.500129999999983,,0.0,
9.500259999999981,,,0.0
9.500389999999983,0.0,,
9.600129999999982,,0.0,
9.600259999999981,,,0.0
9.600389999999983,0.0,,
9.700129999999982,,0.0,
9.70025999999998,,,0.0
9.700389999999983,0.0,,
9.800129999999982,,0.0,
9.80025999999998,,,0.0
9.800389999999982,0.0,,
9.900129999999981,,0.0,
9.90025999999998,,,0.0
9.900389999999982,0.0,,
10.0,,1.0,
10.00012999999998,,1.0,
10.00012999999998,,0.0,
10.00012999999998,,0.0,
10.00025999999998,,,0.0
10.000259999999981,,0.0,
10.000389999999982,0.0,,
10.10025999999998,,,0.0
10.100259999999981,,0.0,
10.100389999999981,0.0,,
10.200259999999979,,,0.0
10.20025999999998,,0.0,
10.200389999999981,0.0,,
10.300259999999978,,,0.0
10.30025999999998,,0.0,
10.30038999999998,0.0,,
10.400259999999978,,,0.0
10.40025999999998,,0.0,
10.40038999999998,0.0,,
10.5,,,1.0
10.500259999999978,,,1.0
10.500259999999978,,,0.0
10.500259999999978,,,0.0
10.50025999999998,,0.0,
10.500389999999978,,,0.0
10.50038999999998,0.0,,
10.60025999999998,,0.0,
10.600389999999978,,,0.0
10.60038999999998,0.0,,
10.700259999999979,,0.0,
10.700389999999977,,,0.0
10.70038999999998,0.0,,
10.800259999999978,,0.0,
10.800389999999977,,,0.0
10.800389999999979,0.0,,
10.900259999999978,,0.0,
10.900389999999977,,,0.0
10.900389999999978,0.0,,
11.0,,1.0,
11.000259999999978,,1.0,
11.000259999999978,,0.0,
11.000259999999978,,0.0,
11.000389999999976,,,0.0
11.000389999999978,0.0,0.0,
11.100389999999976,,,0.0
11.100389999999978,0.0,0.0,
11.200389999999976,,,0.0
11.200389999999977,0.0,0.0,
11.300389999999975,,,0.0
11.300389999999977,0.0,0.0,
11.400389999999975,,,0.0
11.400389999999977,0.0,0.0,
11.500389999999975,,,0.0
11.500389999999976,0.0,0.0,
11.600389999999974,,,0.0
11.600389999999976,0.0,0.0,
11.700389999999974,,,0.0
11.700389999999976,0.0,0.0,
11.800389999999974,,,0.0
11.800389999999975,0.0,0.0,
11.900389999999973,,,0.0
11.900389999999975,0.0,0.0,
12.000389999999973,,,0.0
12.000389999999975,0.0,0.0,
12.100389999999972,,,0.0
12.100389999999974,0.0,0.0,
12.200389999999972,,,0.0
12.200389999999974,0.0,0.0,
12.300389999999972,,,0.0
12.300389999999974,0.0,0.0,
12.400389999999971,,,0.0
12.400389999999973,0.0,0.0,
12.500389999999971,,,0.0
12.500389999999973,0.0,0.0,
12.60038999999997,,,0.0
12.600389999999972,0.0,0.0,
12.70038999999997,,,0.0
12.700389999999972,0.0,0.0,
12.80038999999997,,,0.0
12.800389999999972,0.0,0.0,
12.90038999999997,,,0.0
12.900389999999971,0.0,0.0,
13.00038999999997,,,0.0
13.000389999999971,0.0,0.0,
13.100389999999969,,,0.0
13.10038999999997,0.0,0.0,
13.200389999999969,,,0.0
13.20038999999997,0.0,0.0,
13.300389999999968,,,0.0
13.30038999999997,0.0,0.0,
13.400389999999968,,,0.0
13.40038999999997,0.0,0.0,
13.500389999999967,,,0.0
13.50038999999997,0.0,0.0,
13.600389999999967,,,0.0
13.600389999999969,0.0,0.0,
13.700389999999967,,,0.0
13.700389999999969,0.0,0.0,
13.800389999999966,,,0.0
13.800389999999968,0.0,0.0,
13.900389999999966,,,0.0
13.900389999999968,0.0,0.0,
14.000389999999966,,,0.0
14.000389999999967,0.0,0.0,
14.100389999999965,,,0.0
14.100389999999967,0.0,0.0,
14.200389999999965,,,0.0
14.200389999999967,0.0,0.0,
14.300389999999965,,,0.0
14.300389999999966,0.0,0.0,
14.400389999999964,,,0.0
14.400389999999966,0.0,0.0,
14.500389999999964,,,0.0
14.500389999999966,0.0,0.0,
14.600389999999964,,,0.0
14.600389999999965,0.0,0.0,
14.700389999999963,,,0.0
14.700389999999965,0.0,0.0,
14.800389999999963,,,0.0
14.800389999999965,0.0,0.0,
14.900389999999962,,,0.0
14.900389999999964,0.0,0.0,
15.000389999999962,,,0.0
15.000389999999964,0.0,0.0,
15.100389999999962,,,0.0
15.100389999999964,0.0,0.0,
15.200389999999961,,,0.0
15.200389999999963,0.0,0.0,
15.300389999999961,,,0.0
15.300389999999963,0.0,0.0,
15.40038999999996,,,0.0
15.400389999999962,0.0,0.0,
15.50038999999996,,,0.0
15.500389999999962,0.0,0.0,
15.60038999999996,,,0.0
15.600389999999962,0.0,0.0,
15.70038999999996,,,0.0
15.700389999999961,0.0,0.0,
15.80038999999996,,,0.0
15.800389999999961,0.0,0.0,
15.900389999999959,,,0.0
15.90038999999996,0.0,0.0,
16.00038999999996,0.0,0.0,0.0
16.100389999999962,0.0,0.0,0.0
16.200389999999963,0.0,0.0,0.0
16.300389999999965,0.0,0.0,0.0
16.400389999999966,0.0,0.0,0.0
16.500389999999967,0.0,0.0,0.0
16.60038999999997,0.0,0.0,0.0
16.70038999999997,0.0,0.0,0.0
16.80038999999997,0.0,0.0,0.0
16.900389999999973,0.0,0.0,0.0
17.000389999999975,0.0,0.0,0.0
17.100389999999976,0.0,0.0,0.0
17.200389999999977,0.0,0.0,0.0
17.30038999999998,0.0,0.0,0.0
17.40038999999998,0.0,0.0,0.0
17.50038999999998,0.0,0.0,0.0
17.600389999999983,0.0,0.0,0.0
17.700389999999985,0.0,0.0,0.0
17.800389999999986,0.0,0.0,0.0
17.900389999999987,0.0,0.0,0.0
18.00038999999999,0.0,0.0,0.0
18.10038999999999,0.0,0.0,0.0
18.20038999999999,0.0,0.0,0.0
18.300389999999993,0.0,0.0,0.0
18.400389999999994,0.0,0.0,0.0
18.500389999999996,0.0,0.0,0.0
18.600389999999997,0.0,0.0,0.0
18.70039,0.0,0.0,0.0
18.80039,0.0,0.0,0.0
18.90039,0.0,0.0,0.0
19.000390000000003,0.0,0.0,0.0
19.100390000000004,0.0,0.0,0.0
19.200390000000006,0.0,0.0,0.0
19.300390000000007,0.0,0.0,0.0
19.40039000000001,0.0,0.0,0.0
19.50039000000001,0.0,0.0,0.0
19.60039000000001,0.0,0.0,0.0
19.700390000000013,0.0,0.0,0.0
19.800390000000014,0.0,0.0,0.0
19.900390000000016,0.0,0.0,0.0
20.000390000000017,0.0,0.0,0.0
20.10039000000002,0.0,0.0,0.0
20.20039000000002,0.0,0.0,0.0
20.30039000000002,0.0,0.0,0.0
20.400390000000023,0.0,0.0,0.0
20.500390000000024,0.0,0.0,0.0
20.600390000000026,0.0,0.0,0.0
20.700390000000027,0.0,0.0,0.0
20.80039000000003,0.0,0.0,0.0
20.90039000000003,0.0,0.0,0.0
21.00039000000003,0.0,0.0,0.0
21.100390000000033,0.0,0.0,0.0
21.200390000000034,0.0,0.0,0.0
21.300390000000036,0.0,0.0,0.0
21.400390000000037,0.0,0.0,0.0
21.50039000000004,0.0,0.0,0.0
21.60039000000004,0.0,0.0,0.0
21.70039000000004,0.0,0.0,0.0
21.800390000000043,0.0,0.0,0.0
21.900390000000044,0.0,0.0,0.0
22.000390000000046,0.0,0.0,0.0
22.100390000000047,0.0,0.0,0.0
22.20039000000005,0.0,0.0,0.0
22.30039000000005,0.0,0.0,0.0
22.40039000000005,0.0,0.0,0.0
22.500390000000053,0.0,0.0,0.0
22.600390000000054,0.0,0.0,0.0
22.700390000000056,0.0,0.0,0.0
22.800390000000057,0.0,0.0,0.0
22.90039000000006,0.0,0.0,0.0
23.00039000000006,0.0,0.0,0.0
23.10039000000006,0.0,0.0,0.0
23.200390000000063,0.0,0.0,0.0
23.300390000000064,0.0,0.0,0.0
23.400390000000066,0.0,0.0,0.0
23.500390000000067,0.0,0.0,0.0
23.60039000000007,0.0,0.0,0.0
23.70039000000007,0.0,0.0,0.0
23.80039000000007,0.0,0.0,0.0
23.900390000000073,0.0,0.0,0.0
24.000390000000074,0.0,0.0,0.0
24.100390000000075,0.0,0.0,0.0
24.200390000000077,0.0,0.0,0.0
24.30039000000008,0.0,0.0,0.0
24.40039000000008,0.0,0.0,0.0
24.50039000000008,0.0,0.0,0.0
24.600390000000083,0.0,0.0,0.0
24.700390000000084,0.0,0.0,0.0
24.800390000000085,0.0,0.0,0.0
24.900390000000087,0.0,0.0,0.0
25.00039000000009,0.0,0.0,0.0
25.10039000000009,0.0,0.0,0.0
25.20039000000009,0.0,0.0,0.0
25.300390000000093,0.0,0.0,0.0
25.400390000000094,0.0,0.0,0.0
25.500390000000095,0.0,0.0,0.0
25.600390000000097,0.0,0.0,0.0
25.700390000000098,0.0,0.0,0.0
25.8003900000001,0.0,0.0,0.0
25.9003900000001,0.0,0.0,0.0
26.000390000000102,0.0,0.0,0.0
26.100390000000104,0.0,0.0,0.0
26.200390000000105,0.0,0.0,0.0
26.300390000000107,0.0,0.0,0.0
26.400390000000108,0.0,0.0,0.0
26.50039000000011,0.0,0.0,0.0
26.60039000000011,0.0,0.0,0.0
26.700390000000112,0.0,0.0,0.0
26.800390000000114,0.0,0.0,0.0
26.900390000000115,0.0,0.0,0.0
27.000390000000117,0.0,0.0,0.0
27.100390000000118,0.0,0.0,0.0
27.20039000000012,0.0,0.0,0.0
27.30039000000012,0.0,0.0,0.0
27.400390000000122,0.0,0.0,0.0
27.500390000000124,0.0,0.0,0.0
27.600390000000125,0.0,0.0,0.0
27.700390000000127,0.0,0.0,0.0
27.800390000000128,0.0,0.0,0.0
27.90039000000013,0.0,0.0,0.0
28.00039000000013,0.0,0.0,0.0
28.100390000000132,0.0,0.0,0.0
28.200390000000134,0.0,0.0,0.0
28.300390000000135,0.0,0.0,0.0
28.400390000000137,0.0,0.0,0.0
28.500390000000138,0.0,0.0,0.0
28.60039000000014,0.0,0.0,0.0
28.70039000000014,0.0,0.0,0.0
28.800390000000142,0.0,0.0,0.0
28.900390000000144,0.0,0.0,0.0
29.000390000000145,0.0,0.0,0.0
29.100390000000147,0.0,0.0,0.0
29.200390000000148,0.0,0.0,0.0
29.30039000000015,0.0,0.0,0.0
29.40039000000015,0.0,0.0,0.0
29.500390000000152,0.0,0.0,0.0
29.600390000000154,0.0,0.0,0.0
29.700390000000155,0.0,0.0,0.0
29.800390000000156,0.0,0.0,0.0
29.900390000000158,0.0,0.0,0.0
30.00039000000016,0.0,0.0,0.0
30.10039000000016,0.0,0.0,0.0
30.200390000000162,0.0,0.0,0.0
30.300390000000164,0.0,0.0,0.0
30.400390000000165,0.0,0.0,0.0
30.500390000000166,0.0,0.0,0.0
30.600390000000168,0.0,0.0,0.0
30.70039000000017,0.0,0.0,0.0
30.80039000000017,0.0,0.0,0.0
30.900390000000172,0.0,0.0,0.0
31.000390000000174,0.0,0.0,0.0
31.100390000000175,0.0,0.0,0.0
31.200390000000176,0.0,0.0,0.0
31.300390000000178,0.0,0.0,0.0
31.40039000000018,0.0,0.0,0.0
31.50039000000018,0.0,0.0,0.0
31.600390000000182,0.0,0.0,0.0
31.700390000000183,0.0,0.0,0.0
31.800390000000185,0.0,0.0,0.0
